time,current,voltage,temperature,capacity,soc
0.0,-0.0039666938170164,4.206370624421659,23.53947711234268,1.8834677437950849,1.0
9.39,-0.0024016049346502,4.206531081984383,23.527236127318183,1.8834677437950849,0.9999966741207938
19.578,-1.990480016131677,4.017036297439364,23.55488467094956,1.8834677437950849,0.9942526789446092
28.937,-1.9872439151097,4.001983832391018,23.60265726400744,1.8834677437950849,0.9915190599654733
38.265,-1.9894385152504763,3.9908100745837016,23.691505100778745,1.8834677437950849,0.9887727976115614
47.687,-1.991641477354064,3.9811010551224095,23.772134059065564,1.8834677437950849,0.9859928275261488
57.015,-1.9924523996575128,3.972974174068964,23.86381321878436,1.8834677437950849,0.9832460816047779
66.406,-1.9899456911083624,3.9650840822816527,23.95865735583514,1.8834677437950849,0.9805110762081333
75.718,-1.9909186532517391,3.9582042455110495,24.05617504668134,1.8834677437950849,0.977767312583171
85.14,-1.987554923476971,3.951886189522916,24.14543168768402,1.8834677437950849,0.9750430162156553
94.437,-1.99089634049342,3.94635449500452,24.24007942363836,1.8834677437950849,0.9722712595296372
103.812,-1.989937555015023,3.9405884340917816,24.337024538428103,1.8834677437950849,0.9695332366851019
113.156,-1.9883912057412017,3.9354999104652153,24.43087864184569,1.8834677437950849,0.9668167642108717
122.484,-1.989070332054036,3.930899953216203,24.5384101315831,1.8834677437950849,0.9640690406544699
131.828,-1.9902571380058125,3.926309114650582,24.622724425118506,1.8834677437950849,0.961304882848643
141.203,-1.990398175807776,3.921873122239063,24.70981226680274,1.8834677437950849,0.9585501272933514
150.531,-1.9893413404799496,3.917495149074234,24.806665109640264,1.8834677437950849,0.9558353730018704
159.922,-1.990021148917444,3.913614359393654,24.92805380118159,1.8834677437950849,0.9530640927816943
169.281,-1.993224689479799,3.9096820552174014,25.01880700084223,1.8834677437950849,0.950237317166786
178.656,-1.9904790035850843,3.905991236385709,25.10220318701473,1.8834677437950849,0.9475537405175425
187.984,-1.9884542052040988,3.902171019895371,25.188044272525847,1.8834677437950849,0.9448715486895368
197.39,-1.989382745104095,3.8985660332400887,25.273020476082056,1.8834677437950849,0.9420861007649085
206.718,-1.991595493542566,3.894960603165233,25.37457856616657,1.8834677437950849,0.9392818204921279
216.125,-1.989765361927324,3.891550947768743,25.46982967843328,1.8834677437950849,0.9365770870330856
225.531,-1.9894246495265664,3.888028752723117,25.57267068343788,1.8834677437950849,0.9338281841343946
234.875,-1.9912974199579925,3.8848253159127935,25.66719905364924,1.8834677437950849,0.9310217397531984
244.265,-1.9904411216838405,3.881636721960701,25.755559508396683,1.8834677437950849,0.9282949256483258
253.625,-1.990540590550288,3.8783726242990735,25.83136707742245,1.8834677437950849,0.9255435354781238
262.968,-1.9881012474970992,3.875307309344495,25.929318245986387,1.8834677437950849,0.9228953245395719
272.312,-1.990213979290073,3.872233031398603,26.01780609846982,1.8834677437950849,0.9200707266757356
281.672,-1.990117989103479,3.869181434531551,26.08792951073496,1.8834677437950849,0.9173273582917185
291.078,-1.98842776682062,3.8662539199833184,26.17004370086296,1.8834677437950849,0.9146391927252602
300.437,-1.986788923978709,3.863343599946525,26.25390017956207,1.8834677437950849,0.9119672113785506
