time,current,voltage,temperature
0.0,-0.0047123783674960906,3.701475773446123,26.088534494157877
2.4690000000000003,-3.764214981537595,3.299793545481923,26.10496504124358
5.077999999999999,1.5156535443735453,3.838946688318467,26.142121623849242
7.561999999999999,1.5142995417168557,3.853321024449565,26.15537889651106
10.047,1.516492273892034,3.8620981110212056,26.15399552969225
12.562,1.5147501841515363,3.8686150290415595,26.150550123146715
15.094,1.5132737359846853,3.873927374722465,26.14086457431264
17.641,1.5137679605279655,3.8788850601831713,26.134059028001502
20.156,1.5137243642503635,3.883089940123057,26.135720426115217
22.686999999999998,1.5142846042055795,3.8870887615849306,26.13391781348517
25.203000000000003,1.5131776811404236,3.890616639168996,26.127511323634995
27.766,1.5144842681620656,3.8942693908390127,26.13010252667903
30.281,1.5133963935821666,3.8974769662642124,26.126166327072603
32.812,1.513920166097857,3.9005837819261,26.126003858599017
35.327999999999996,1.5122631408042542,3.9036555755105447,26.12381704660519
37.859,1.512546152524843,3.9061926172683545,26.115782009544258
40.344,1.513431295928329,3.908991882470156,26.107389641070366
42.827999999999996,1.5142321787662014,3.91150813563264,26.110662470174425
45.297,1.5130507285469101,3.9140118764806093,26.107528868882557
47.766,1.5129466298844205,3.916752647227631,26.101691417226355
50.297,1.5126626491175998,3.919010839536552,26.113182209589887
52.812,1.5132482025589924,3.9213840420029844,26.110188962817542
55.344,1.5099248121234998,3.9233669243297533,26.101607660415116
57.859,1.5141439258563736,3.9254090966992568,26.10090702997594
60.391,1.5157285440119639,3.927561802252467,26.097736881756596
62.922,1.5168483837983757,3.9299791027457953,26.097887366975115
65.437,1.5095625844731786,3.9321280003823156,26.099414506545134
67.969,1.512798842471262,3.9341501057051484,26.107214005835296
70.516,1.516941367149923,3.9360700523492613,26.107038531129213
72.984,1.5149466928469915,3.9381871725077113,26.104991831466165
75.453,1.5126112507716585,3.939936541792,26.098887315488344
77.922,1.513297068771531,3.941647553476177,26.099339680983224
80.39099999999999,1.512601171284769,3.9436037092984373,26.10074728996177
82.906,1.5141625868697193,3.94515671941492,26.097202171718873
85.422,1.5143034629403367,3.9469284208642446,26.102254962894495
87.953,1.5114021771168165,3.9487198284754004,26.105276433997247
90.469,1.5185968461457742,3.950455958001255,26.097790990461053
93.0,1.5159688221802379,3.9521830833868865,26.09320898279247
95.5,1.5168712388008847,3.9538986040057393,26.0956831541359
98.031,1.5135432853987856,3.955426013786693,26.102036048537595
100.547,1.5125001918499348,3.9569588544474215,26.09954630279047
103.078,1.512504010763259,3.9584088492456164,26.09513998834297
105.594,1.512087287185742,3.9597247716166684,26.10837873788676
108.125,1.513530312774505,3.961508668072073,26.111530113814315
110.64099999999999,1.5124381841783958,3.9627055954806956,26.10875983758568
113.156,1.5147259066487353,3.9644673485575246,26.0970127093468
115.687,1.5144092120230488,3.965649520550634,26.100148533151028
118.203,1.513350163056326,3.967155376070456,26.102622563914764
120.734,1.5108363362729682,3.9685094499444116,26.109862825496695
123.25,1.5145759181207297,3.9696437088518115,26.10781380824927
125.766,1.5150284293909404,3.971005552696197,26.11032770731226
128.234,1.510282709416453,3.9720774255785267,26.114389197817808
130.719,1.5128476535665856,3.9732813056216747,26.109745985143732
133.172,1.514749306994287,3.9743837256533983,26.109897866843585
135.641,1.5138890166115393,3.975861479074383,26.11727195669152
138.125,1.5136983891666926,3.9766437566769564,26.1107210182604
140.656,1.5120259964958442,3.9778924980865975,26.10982011749657
143.172,1.5122601303174383,3.979041147012521,26.113764888272705
145.687,1.512254059191635,3.980143675647715,26.118772039963144
148.219,1.5139391925003076,3.9813062633301928,26.113299765908355
150.734,1.5108246997505301,3.98229768648155,26.120923132343645
153.281,1.5130729634543267,3.9834750259322393,26.120705536264268
155.75,1.5162684669467599,3.984461307276936,26.11670338463786
158.234,1.5133299685221977,3.984969213334199,26.118393350005327
160.687,1.5142867942062763,3.9863526065345867,26.122514083517483
163.156,1.5143207085131862,3.987233550316885,26.13121595333459
165.641,1.5170806013389233,3.987981396571242,26.13122061346163
168.172,1.5156757320210872,3.9891789844403513,26.140054409310196
170.687,1.5146257095460958,3.989982725818109,26.13684136112451
173.219,1.5125804263762344,3.9911344164569313,26.13828956044737
175.734,1.5113417172129613,3.9915386219088105,26.1426099287169
178.25,1.5153514823050818,3.99277359347369,26.14470957660782
180.781,1.5136362433173731,3.993836613238868,26.149068061857733
183.25,1.5116729253457948,3.994744675938777,26.157725858828098
185.703,1.5125572727281795,3.995538819509784,26.14970674314093
188.172,1.514016924204696,3.996357660811957,26.151980188712855
190.656,1.5133486603961621,3.996913415169699,26.162251997103308
193.187,1.5152915292090527,3.9977321057054565,26.16418719508152
195.703,1.5136809570457845,3.9990982320646062,26.16165912273667
198.219,1.5113790056257614,3.9993138396900765,26.163722592281136
200.75,1.512387375999963,4.000150354058975,26.166451185759303
203.266,1.5117032649393374,4.0006266668797945,26.168380763696113
205.797,1.5123483614270363,4.001915372438497,26.174831047390448
208.312,1.5137545949221456,4.002528290260656,26.17363958809614
210.844,1.514976861760028,4.003406222221399,26.177485478526435
213.359,1.513229897233088,4.003804482573051,26.177962027246917
215.891,1.5124566670982968,4.004846013057438,26.18264797112352
218.406,1.5117288049143627,4.00560666778169,26.189875947420017
220.906,1.5107685809234805,4.006240752779511,26.186532392761883
223.375,1.5103529888605225,4.006931374783647,26.194542029218113
225.859,1.513303115756132,4.007441070626312,26.20113038679786
228.375,1.511000572259957,4.008450024286795,26.202932789768244
230.906,1.5147636651822354,4.008765789288623,26.20033174172008
233.422,1.5116532421135522,4.009720547588729,26.21114425210988
235.953,1.5140222971852135,4.010218689050319,26.208084009945587
238.469,1.5110485614360352,4.011294586441962,26.210968817315774
240.984,1.5142600931334194,4.011657142260065,26.20752259686549
243.516,1.5154130360281728,4.012087183727732,26.219436021051944
246.031,1.5125792101757656,4.012634042356122,26.22187025375078
248.562,1.512407776728702,4.013528513918805,26.223902611925784
251.078,1.513500943282249,4.014253596848637,26.235243174450755
253.609,1.513783954548271,4.0146431597356145,26.238058336119984
256.125,1.515032170122108,4.015274013285342,26.24059915284812
258.656,1.5133183396136467,4.01584439212505,26.24647951890182
261.172,1.5153954678569677,4.016479416907665,26.249968376095147
263.687,1.5128685324092117,4.017049218321352,26.245207584111846
266.219,1.5126682998679266,4.017378071810314,26.251029019532606
268.719,1.5128772581318275,4.018040251866453,26.252600921678468
271.281,1.5142537380488734,4.018370105071215,26.256631667582337
273.797,1.511419049828014,4.018974949137477,26.264927528319873
276.328,1.5124124172075997,4.019821713258694,26.273955441336103
278.844,1.5136831042771872,4.020300542135549,26.273241083527232
281.375,1.5131590715353989,4.0210836584457565,26.276344520863013
283.891,1.5137159287790156,4.021448318814,26.279343349016926
286.422,1.5114553670012219,4.0218355693602055,26.28513450543233
288.937,1.511776433582198,4.022323724468043,26.28044616695099
291.453,1.511564771321607,4.022915677391988,26.283900059214968
294.016,1.5113120749833433,4.0234297215197214,26.295676136065897
296.484,1.512611113664858,4.024075834319974,26.29428253023838
298.953,1.5136519052041004,4.02452127168985,26.29827368260876
301.422,1.5145849680153838,4.024892916834655,26.302387975691943
303.891,1.5153130271708706,4.025281109860048,26.308243560559934
306.422,1.515407138618497,4.025510304198572,26.3121272900376
308.937,1.5137879918948853,4.02624625393842,26.306997778260175
311.469,1.5116361246844838,4.02673576264692,26.31684625498596
313.984,1.5131055816769143,4.027203753893509,26.32484164718505
316.516,1.5145811093949157,4.027622673622431,26.326933469060407
319.031,1.5145015254660497,4.028321165739744,26.331822713979655
321.562,1.5121020666262648,4.028431487086152,26.331144225672865
324.078,1.5131823009049703,4.029045137512693,26.331829202888894
326.609,1.5134518900811373,4.029501283074839,26.335536218821
329.125,1.515445779208042,4.029972278948044,26.337522994923493
331.641,1.5141408314953608,4.030374245450516,26.349678699707916
334.172,1.5131234631296688,4.030983245537225,26.349528744849117
336.687,1.5121859906965749,4.031276837148575,26.35496107448426
339.219,1.5139297501650222,4.031687604233069,26.349517697774473
341.734,1.516834919098708,4.032335936776227,26.36026412304374
344.266,1.5146069726502687,4.032688715826645,26.359374111005295
346.781,1.5130947705723778,4.033275416469136,26.367911878258514
349.297,1.511065972352431,4.033603738538195,26.37241413695962
351.766,1.514437279808776,4.033899315773243,26.38334618530376
354.281,1.5131939871424775,4.034512578984442,26.386685929860736
356.812,1.5115049533858462,4.034986123629316,26.387854372032333
359.328,1.5140541559140206,4.035291432592851,26.396201602548977
361.859,1.5156825875255073,4.035871180569874,26.401653168676877
364.375,1.5134207189321192,4.0361466917259055,26.404108163011962
366.891,1.513304443294339,4.0366505092534934,26.4095130770324
369.422,1.513760222921583,4.03702527939599,26.406318155126602
371.937,1.5116774598557,4.037737144940738,26.414675211212636
374.469,1.5147189625948116,4.038058658417804,26.423194219203776
376.984,1.5121135942051924,4.038274002574426,26.426030283939713
379.516,1.5123733705186593,4.0386222563859056,26.431274377982263
382.031,1.5098522535875607,4.039283510446151,26.434124137831613
384.562,1.514838062126459,4.039837458312072,26.43712356616009
387.031,1.5122730503279234,4.039878444231479,26.433280691248296
389.5,1.514620225229833,4.0407180273094125,26.436037320877016
391.969,1.5150142331869059,4.040712558705892,26.45024327298384
394.437,1.5133651551508673,4.04111526248382,26.454350376358985
396.922,1.5126308749747783,4.0417777721738934,26.45677647847663
399.437,1.5152681972577111,4.042171819778585,26.47114968830639
401.953,1.514376556547549,4.042796428837643,26.468969530829717
404.484,1.5157283880732861,4.043346231364412,26.4764019412224
407.0,1.515849143971297,4.043400950069511,26.4742662113178
409.531,1.5137348021396921,4.043819297291393,26.47949831259334
412.047,1.5123024793610782,4.044168028557,26.489117263870593
414.578,1.5136559887562888,4.044831342595365,26.48765060372714
417.094,1.51284890906097,4.045265959424427,26.498644620391772
419.625,1.5139962106350995,4.045746189191434,26.494786584543256
422.141,1.5129003474654463,4.046105058175509,26.497911526646995
424.719,1.5120954391459618,4.046515688149313,26.503909078063263
427.203,1.5156490416152,4.047245213562034,26.502864422642876
429.672,1.5100167823720838,4.047394236324626,26.503569691698793
432.156,1.5131963909662802,4.0479160365224764,26.50610058423574
434.672,1.5152131485755918,4.048300073221564,26.5122351514046
437.203,1.510722272479954,4.048572083849492,26.519772624458316
439.719,1.5156099295738459,4.0490124001491585,26.520765717328892
442.25,1.5136041432598,4.049759584938494,26.52766929153432
444.766,1.5192991867204761,4.050104132647475,26.528794261672648
447.281,1.5154357786652923,4.050219154555364,26.530722597556363
449.812,1.5173738137753006,4.050458957104329,26.534779789430765
452.328,1.5128762184153106,4.051222309168943,26.55240899570282
454.859,1.5144215824560712,4.051660311159567,26.5377551039775
457.375,1.5173088573783222,4.052069949123981,26.551162893013927
459.906,1.5140411219622651,4.05259134823535,26.557503065338494
462.422,1.5111614429424292,4.052978724365535,26.559551998285883
464.953,1.5139487122098774,4.053389284730287,26.564792169419416
467.469,1.5116652683498484,4.053965308948112,26.563066389753473
469.984,1.51313545244748,4.054191640736761,26.569528135566017
472.516,1.5136904967278948,4.054741556982605,26.57772054196481
475.031,1.513393976221347,4.054980789229931,26.57678349074829
477.562,1.5146112035282782,4.055730952491997,26.585376751830545
480.078,1.5133133197664235,4.056100342010027,26.59733123744102
482.594,1.5121130483379157,4.056065579117102,26.588052576305103
485.125,1.5148275211644153,4.056385912070735,26.5930933105883
487.641,1.5139678359469588,4.057151869005773,26.591141537427752
490.172,1.51482357905342,4.057626967415628,26.60382060950838
492.719,1.5129971463156688,4.0581526435708755,26.614304973830563
495.25,1.5181006686750367,4.058189001078211,26.61117903336735
497.734,1.5128047875878707,4.058824655219473,26.624014999457916
500.266,1.513621229339532,4.05929363082728,26.625963992020854
502.734,1.5131663670199036,4.059521044296431,26.63459391539107
505.203,1.5137714253015895,4.060104026658524,26.636159377544285
507.672,1.5123080336116435,4.060451898840606,26.63339107348028
510.141,1.513165589741052,4.060530837489307,26.6387367815645
512.625,1.5123342598036786,4.061177873063263,26.65207514023593
515.141,1.5151502055490258,4.061340759556266,26.643078681524273
517.672,1.5120920824717625,4.062084402775575,26.651228474505405
520.187,1.5165707925991376,4.06226061516965,26.662835548965365
522.719,1.5127982634245034,4.063027220791389,26.67037959401757
525.234,1.5140978234624771,4.063378068603967,26.675357311860193
527.766,1.516204001194657,4.063591317413593,26.674080443631322
530.281,1.5147678273162268,4.06417243983847,26.675448545116897
532.812,1.5140220660110681,4.06449790206012,26.6766054603847
535.328,1.514314225327927,4.064900311942563,26.68846561112749
537.859,1.5117942288599462,4.065240883356859,26.688533528272202
540.375,1.5145070001977563,4.06565646641322,26.70187151024921
542.891,1.5132886462492037,4.066015649435483,26.705625196459835
545.422,1.51300068831402,4.0663842074124625,26.704950063268324
547.937,1.515317248471897,4.066771008904138,26.711463193553854
550.469,1.5152299850729634,4.067068093050799,26.715309395070935
